id,gpu_name,url,graphics_processor-gpu_name,graphics_processor-gpu_variant,graphics_processor-architecture,graphics_processor-foundry,graphics_processor-process_size,graphics_processor-transistors,graphics_processor-die_size,graphics_card-release_date,graphics_card-availability,graphics_card-generation,graphics_card-predecessor,graphics_card-successor,graphics_card-production,graphics_card-launch_price,graphics_card-current_price,graphics_card-bus_interface,graphics_card-reviews,clock_speeds-base_clock,clock_speeds-boost_clock,clock_speeds-soc_clock,clock_speeds-uvd_clock,clock_speeds-memory_clock,memory-memory_size,memory-memory_type,memory-memory_bus,memory-bandwidth,render_config-shading_units,render_config-tmus,render_config-rops,render_config-compute_units,render_config-rt_cores,render_config-l0_cache,render_config-l1_cache,render_config-l2_cache,render_config-l3_cache,theoretical_performance-pixel_rate,theoretical_performance-texture_rate,theoretical_performance-fp16_(half)_performance,theoretical_performance-fp32_(float)_performance,theoretical_performance-fp64_(double)_performance,board_design-slot_width,board_design-length,board_design-width,board_design-height,board_design-tdp,board_design-suggested_psu,board_design-outputs,board_design-power_connectors,board_design-part_number,board_design-board_number,graphics_features-directx,graphics_features-opengl,graphics_features-opencl,graphics_features-vulkan,graphics_features-pixel_shader,graphics_features-vertex_shader,stock
140,Intel UHD Graphics 630,https://www.techpowerup.com/gpu-specs/uhd-graphics-630.c3600,Comet Lake GT2,,Generation 9.5,Intel,14 nm+++,unknown,unknown,"Apr 30th, 2020",,"HD Graphics
(Comet Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1200 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,3.600 GPixel/s,28.80 GTexel/s,921.6 GFLOPS (2:1),460.8 GFLOPS,115.2 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,9
141,Intel UHD Graphics 630,https://www.techpowerup.com/gpu-specs/uhd-graphics-630.c3601,Comet Lake GT2,,Generation 9.5,Intel,14 nm+++,unknown,unknown,"Apr 30th, 2020",,"HD Graphics
(Comet Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1150 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,184.0,23,3,,,,,,,3.450 GPixel/s,26.45 GTexel/s,846.4 GFLOPS (2:1),423.2 GFLOPS,105.8 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,6
142,Intel UHD Graphics G4,https://www.techpowerup.com/gpu-specs/uhd-graphics-g4.c3692,Lakefield GT1,,Generation 11.0,Intel,10 nm,unknown,unknown,"May 28th, 2020",,"HD Graphics-M
(Lakefield)",,,Active,,,Ring Bus,2 in our database,200 MHz,500 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384.0,32,8,,,,,,,4.000 GPixel/s,16.00 GTexel/s,768.0 GFLOPS (2:1),384.0 GFLOPS,96.00 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,5
143,Intel UHD Graphics G7,https://www.techpowerup.com/gpu-specs/uhd-graphics-g7.c3691,Lakefield GT2,,Generation 11.0,Intel,10 nm,unknown,unknown,"May 28th, 2020",,"HD Graphics-M
(Lakefield)",,,Active,,,Ring Bus,2 in our database,200 MHz,500 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,512.0,32,8,,,,,,,4.000 GPixel/s,16.00 GTexel/s,"1,024 GFLOPS (2:1)",512.0 GFLOPS,128.0 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,3
144,Intel UHD Graphics P630,https://www.techpowerup.com/gpu-specs/uhd-graphics-p630.c3676,Comet Lake GT2,,Generation 9.5,Intel,14 nm+++,unknown,unknown,"May 13th, 2020",,"HD Graphics-W
(Comet Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1200 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,3.600 GPixel/s,28.80 GTexel/s,921.6 GFLOPS (2:1),460.8 GFLOPS,115.2 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,10
145,Intel UHD Graphics P630,https://www.techpowerup.com/gpu-specs/uhd-graphics-p630.c3730,Comet Lake GT2,,Generation 9.5,Intel,14 nm+++,unknown,unknown,"May 13th, 2020",,"HD Graphics-WM
(Comet Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1200 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,3.600 GPixel/s,28.80 GTexel/s,921.6 GFLOPS (2:1),460.8 GFLOPS,115.2 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,6
146,Intel Xe DG1,https://www.techpowerup.com/gpu-specs/xe-dg1.c3718,DG1,,Generation 12.1,Intel,10 nm,unknown,95 mm²,Never Released,,Xe Graphics,,,Active,,,PCIe 4.0 x8,,900 MHz,1550 MHz,,,"2133 MHz
										
					4.3 Gbps effective",4 GB,LPDDR4X,128 bit,68.26 GB/s,640.0,40,20,,,,,1024 KB,16 MB,31.00 GPixel/s,62.00 GTexel/s,3.968 TFLOPS (2:1),1.984 TFLOPS,496.0 GFLOPS (1:4),Dual-slot,"178 mm
					7 inches",,,30 W,200 W,1x HDMI3x DisplayPort,,,,12 (12_1),4.6,3.0,1.3,,,10
147,Intel Xe DG1-SDV,https://www.techpowerup.com/gpu-specs/xe-dg1-sdv.c3483,DG1,,Generation 12.1,Intel,10 nm,unknown,95 mm²,Never Released,,Xe Graphics,,,Active,,,PCIe 4.0 x8,,900 MHz,1500 MHz,,,"2133 MHz
										
					4.3 Gbps effective",8 GB,LPDDR4X,128 bit,68.26 GB/s,768.0,48,24,,,,,1024 KB,16 MB,36.00 GPixel/s,72.00 GTexel/s,4.608 TFLOPS (2:1),2.304 TFLOPS,576.0 GFLOPS (1:4),Dual-slot,"178 mm
					7 inches",,,75 W,250 W,1x HDMI3x DisplayPort,,,,12 (12_1),4.6,3.0,1.3,,,0
148,Intel Arctic Sound 1T,https://www.techpowerup.com/gpu-specs/arctic-sound-1t.c3886,Arctic Sound,,Generation 12.5,Intel,10 nm,"8,000 million",190 mm²,2021,,Xe Graphics,,,Active,,,PCIe 4.0 x16,,,,,,"1200 MHz
										
					2.4 Gbps effective",16 GB,HBM2e,4096 bit,"1,229 GB/s",6144.0,192,96,,,,,8 MB,,86.40 GPixel/s,172.8 GTexel/s,22.12 TFLOPS (2:1),11.06 TFLOPS,2.765 TFLOPS (1:4),Dual-slot,"267 mm
					10.5 inches",,,350 W,750 W,No outputs,,,,12 (12_1),4.6,3.0,,,,7
149,Intel Arctic Sound 2T,https://www.techpowerup.com/gpu-specs/arctic-sound-2t.c3503,Arctic Sound,,Generation 12.5,Intel,10 nm,"8,000 million",190 mm²,2021,,Xe Graphics,,,Active,,,PCIe 4.0 x16,,,,,,"1200 MHz
										
					2.4 Gbps effective",16 GB,HBM2e,4096 bit,"1,229 GB/s",7680.0,240,120,,,,,8 MB,,108.0 GPixel/s,216.0 GTexel/s,27.65 TFLOPS (2:1),13.82 TFLOPS,3.456 TFLOPS (1:4),Dual-slot,"267 mm
					10.5 inches",,,500 W,900 W,No outputs,,,,12 (12_1),4.6,3.0,,,,8
150,Intel UHD Graphics,https://www.techpowerup.com/gpu-specs/uhd-graphics.c3764,Rocket Lake GT1,,Generation 12.1,Intel,14 nm+++,unknown,unknown,2021,,"HD Graphics
(Rocket Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,900 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,128.0,8,8,,,,,,,7.200 GPixel/s,7.200 GTexel/s,460.8 GFLOPS (2:1),230.4 GFLOPS,,IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,5
151,Intel UHD Graphics,https://www.techpowerup.com/gpu-specs/uhd-graphics.c3811,Tiger Lake GT1,,Generation 12.1,Intel,10 nm,unknown,unknown,2021,,"HD Graphics-M
(Tiger Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1350 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,256.0,16,8,,,,,,,10.80 GPixel/s,21.60 GTexel/s,"1,382 GFLOPS (2:1)",691.2 GFLOPS,172.8 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,0
152,Intel UHD Graphics 16EU,https://www.techpowerup.com/gpu-specs/uhd-graphics-16eu.c3922,Jasper Lake GT1,,Generation 11.0,Intel,10 nm+,unknown,unknown,"Jan 11th, 2021",,"HD Graphics-M
(Jasper Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,750 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,128.0,8,4,,,,,,,3.000 GPixel/s,6.000 GTexel/s,384.0 GFLOPS (2:1),192.0 GFLOPS,48.00 GFLOPS (1:4),IGP,,,,10 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,6
153,Intel UHD Graphics 24EU,https://www.techpowerup.com/gpu-specs/uhd-graphics-24eu.c3921,Jasper Lake GT1,,Generation 11.0,Intel,10 nm+,unknown,unknown,"Jan 11th, 2021",,"HD Graphics-M
(Jasper Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,800 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,12,6,,,,,,,4.800 GPixel/s,9.600 GTexel/s,614.4 GFLOPS (2:1),307.2 GFLOPS,76.80 GFLOPS (1:4),IGP,,,,10 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,4
154,Intel UHD Graphics 32EU,https://www.techpowerup.com/gpu-specs/uhd-graphics-32eu.c3814,Jasper Lake GT1,,Generation 11.0,Intel,10 nm+,unknown,unknown,"Jan 11th, 2021",,"HD Graphics-M
(Jasper Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,850 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,256.0,16,8,,,,,,,6.800 GPixel/s,13.60 GTexel/s,870.4 GFLOPS (2:1),435.2 GFLOPS,108.8 GFLOPS (1:4),IGP,,,,10 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,4
155,Intel UHD Graphics 730,https://www.techpowerup.com/gpu-specs/uhd-graphics-730.c3765,Rocket Lake GT1,,Generation 12.1,Intel,14 nm+++,unknown,unknown,"Mar 30th, 2021",,"HD Graphics
(Rocket Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1300 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,12,8,,,,,,,10.40 GPixel/s,15.60 GTexel/s,998.4 GFLOPS (2:1),499.2 GFLOPS,,IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,2
156,Intel UHD Graphics 750,https://www.techpowerup.com/gpu-specs/uhd-graphics-750.c3766,Rocket Lake GT1,,Generation 12.1,Intel,14 nm+++,unknown,unknown,"Mar 30th, 2021",,"HD Graphics
(Rocket Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1300 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,256.0,16,8,,,,,,,10.40 GPixel/s,20.80 GTexel/s,"1,331 GFLOPS (2:1)",665.6 GFLOPS,,IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,9
157,Intel UHD Graphics 770,https://www.techpowerup.com/gpu-specs/uhd-graphics-770.c3844,Alder Lake GT1,,Generation 12.2,Intel,10 nm,unknown,unknown,"Nov 4th, 2021",,"HD Graphics
(Alder Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1450 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,256.0,16,8,,,,,,,11.60 GPixel/s,23.20 GTexel/s,"1,485 GFLOPS (2:1)",742.4 GFLOPS,,IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,3
158,Intel UHD Graphics P750,https://www.techpowerup.com/gpu-specs/uhd-graphics-p750.c3767,Rocket Lake GT1,,Generation 12.1,Intel,14 nm+++,unknown,unknown,2021,,"HD Graphics-W
(Rocket Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,900 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,256.0,64,32,,,,,,,28.80 GPixel/s,57.60 GTexel/s,921.6 GFLOPS (2:1),460.8 GFLOPS,115.2 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,9
159,Intel Arc A310,https://www.techpowerup.com/gpu-specs/arc-a310.c3930,DG2-128,ACM-G11,Generation 12.7,TSMC,6 nm,"7,200 million",157 mm²,2022,,"Alchemist
(Arc 3)",,,Active,,,PCIe 4.0 x8,,2000 MHz,2000 MHz,,,"1937 MHz
										
					15.5 Gbps effective",4 GB,GDDR6,64 bit,124.0 GB/s,768.0,32,16,,6.0,,,4 MB,,32.00 GPixel/s,64.00 GTexel/s,6.144 TFLOPS (2:1),3.072 TFLOPS,768.0 GFLOPS (1:4),Single-slot,,,,75 W,250 W,No outputs,,,,12 Ultimate (12_2),4.6,3.0,1.3,,,9
160,Intel Arc A350,https://www.techpowerup.com/gpu-specs/arc-a350.c3931,DG2-128,ACM-G11,Generation 12.7,TSMC,6 nm,"7,200 million",157 mm²,2022,,"Alchemist
(Arc 3)",,,Active,,,PCIe 4.0 x8,,2000 MHz,2000 MHz,,,"1937 MHz
										
					15.5 Gbps effective",4 GB,GDDR6,64 bit,124.0 GB/s,768.0,48,24,,6.0,,,4 MB,,48.00 GPixel/s,96.00 GTexel/s,6.144 TFLOPS (2:1),3.072 TFLOPS,768.0 GFLOPS (1:4),Single-slot,,,,25 W,200 W,No outputs,,,,12 Ultimate (12_2),4.6,3.0,1.3,,,2
161,Intel Arc A350M,https://www.techpowerup.com/gpu-specs/arc-a350m.c3905,DG2-128,ACM-G11,Generation 12.7,TSMC,6 nm,"7,200 million",157 mm²,"Mar 30th, 2022",,"Alchemist
(Arc 3 Mobile)",,,Active,,,PCIe 4.0 x8,2 in our database,300 MHz,1150 MHz,,,"1750 MHz
										
					14 Gbps effective",4 GB,GDDR6,64 bit,112.0 GB/s,768.0,48,24,,6.0,,,4 MB,,27.60 GPixel/s,55.20 GTexel/s,3.533 TFLOPS (2:1),1.766 TFLOPS,441.6 GFLOPS (1:4),IGP,,,,25 W,,No outputs,,,,12 Ultimate (12_2),4.6,3.0,1.3,,,2
162,Intel Arc A370M,https://www.techpowerup.com/gpu-specs/arc-a370m.c3906,DG2-128,ACM-G11,Generation 12.7,TSMC,6 nm,"7,200 million",157 mm²,"Mar 30th, 2022",,"Alchemist
(Arc 3 Mobile)",,,Active,,,PCIe 4.0 x8,2 in our database,300 MHz,1550 MHz,,,"1750 MHz
										
					14 Gbps effective",4 GB,GDDR6,64 bit,112.0 GB/s,1024.0,64,32,,8.0,,,4 MB,,49.60 GPixel/s,99.20 GTexel/s,6.349 TFLOPS (2:1),3.174 TFLOPS,793.6 GFLOPS (1:4),IGP,,,,35 W,,No outputs,,,,12 Ultimate (12_2),4.6,3.0,1.3,,,6
163,Intel Arc A380,https://www.techpowerup.com/gpu-specs/arc-a380.c3913,DG2-128,ACM-G10,Generation 12.7,TSMC,6 nm,"7,200 million",157 mm²,"Jun 14th, 2022",,"Alchemist
(Arc 3)",,,Active,149 USD,,PCIe 4.0 x8,4 in our database,2000 MHz,2050 MHz,,,"1937 MHz
										
					15.5 Gbps effective",6 GB,GDDR6,96 bit,186.0 GB/s,1024.0,64,32,,8.0,,,4 MB,,65.60 GPixel/s,131.2 GTexel/s,8.397 TFLOPS (2:1),4.198 TFLOPS,"1,050 GFLOPS (1:4)",Dual-slot,"222 mm
					8.7 inches","114 mm
					4.5 inches","42 mm
					1.7 inches",75 W,250 W,1x HDMI 2.13x DisplayPort 2.0,1x 8-pin,,,12 Ultimate (12_2),4.6,3.0,1.3,,,8
164,Intel Arc A550M,https://www.techpowerup.com/gpu-specs/arc-a550m.c3907,DG2-512,ACM-G10,Generation 12.7,TSMC,6 nm,"21,700 million",406 mm²,2022,,"Alchemist
(Arc 5 Mobile)",,,Active,,,PCIe 4.0 x16,2 in our database,300 MHz,900 MHz,,,"1750 MHz
										
					14 Gbps effective",8 GB,GDDR6,128 bit,224.0 GB/s,2048.0,128,64,,16.0,,,8 MB,,57.60 GPixel/s,115.2 GTexel/s,7.373 TFLOPS (2:1),3.686 TFLOPS,921.6 GFLOPS (1:4),IGP,,,,60 W,,No outputs,,,,12 Ultimate (12_2),4.6,3.0,1.3,,,8
165,Intel Arc A580,https://www.techpowerup.com/gpu-specs/arc-a580.c3928,DG2-512,ACM-G10,Generation 12.7,TSMC,6 nm,"21,700 million",406 mm²,2022,,"Alchemist
(Arc 5)",,,Unreleased,,,PCIe 4.0 x16,,1700 MHz,1700 MHz,,,"2000 MHz
										
					16 Gbps effective",8 GB,GDDR6,128 bit,256.0 GB/s,3072.0,192,96,,24.0,,,8 MB,,163.2 GPixel/s,326.4 GTexel/s,20.89 TFLOPS (2:1),10.44 TFLOPS,2.611 TFLOPS (1:4),Dual-slot,,,,175 W,450 W,No outputs,,,,12 Ultimate (12_2),4.6,3.0,1.3,,,5
166,Intel Arc A730M,https://www.techpowerup.com/gpu-specs/arc-a730m.c3908,DG2-512,ACM-G10,Generation 12.7,TSMC,6 nm,"21,700 million",406 mm²,2022,,"Alchemist
(Arc 7 Mobile)",,,Active,,,PCIe 4.0 x16,2 in our database,300 MHz,1100 MHz,,,"1750 MHz
										
					14 Gbps effective",12 GB,GDDR6,192 bit,336.0 GB/s,3072.0,192,96,,24.0,,,12 MB,,105.6 GPixel/s,211.2 GTexel/s,13.52 TFLOPS (2:1),6.758 TFLOPS,1.690 TFLOPS (1:4),IGP,,,,80 W,,No outputs,,,,12 Ultimate (12_2),4.6,3.0,1.3,,,3
167,Intel Arc A750,https://www.techpowerup.com/gpu-specs/arc-a750.c3929,DG2-512,ACM-G10,Generation 12.7,TSMC,6 nm,"21,700 million",406 mm²,"Oct 12th, 2022",,"Alchemist
(Arc 7)",,,Unreleased,289 USD,,PCIe 4.0 x16,2 in our database,2050 MHz,2050 MHz,,,"2000 MHz
										
					16 Gbps effective",8 GB,GDDR6,256 bit,512.0 GB/s,3584.0,224,112,,28.0,,,16 MB,,229.6 GPixel/s,459.2 GTexel/s,29.39 TFLOPS (2:1),14.69 TFLOPS,3.674 TFLOPS (1:4),Dual-slot,,,,225 W,550 W,1x HDMI 2.13x DisplayPort 2.0,1x 6-pin + 1x 8-pin,,,12 Ultimate (12_2),4.6,3.0,1.3,,,5
168,Intel Arc A770,https://www.techpowerup.com/gpu-specs/arc-a770.c3914,DG2-512,ACM-G10,Generation 12.7,TSMC,6 nm,"21,700 million",406 mm²,"Oct 12th, 2022",,"Alchemist
(Arc 7)",,,Unreleased,329 USD,,PCIe 4.0 x16,,2100 MHz,2100 MHz,,,"2000 MHz
										
					16 Gbps effective",8 GB,GDDR6,256 bit,512.0 GB/s,4096.0,256,128,,32.0,,,16 MB,,268.8 GPixel/s,537.6 GTexel/s,34.41 TFLOPS (2:1),17.20 TFLOPS,4.301 TFLOPS (1:4),Dual-slot,,,,225 W,550 W,1x HDMI 2.13x DisplayPort 2.0,1x 6-pin + 1x 8-pin,,,12 Ultimate (12_2),4.6,3.0,1.3,,,4
169,Intel Arc A770M,https://www.techpowerup.com/gpu-specs/arc-a770m.c3909,DG2-512,ACM-G10,Generation 12.7,TSMC,6 nm,"21,700 million",406 mm²,2022,,"Alchemist
(Arc 7 Mobile)",,,Active,,,PCIe 4.0 x16,2 in our database,300 MHz,1650 MHz,,,"2000 MHz
										
					16 Gbps effective",16 GB,GDDR6,256 bit,512.0 GB/s,4096.0,256,128,,32.0,,,16 MB,,211.2 GPixel/s,422.4 GTexel/s,27.03 TFLOPS (2:1),13.52 TFLOPS,3.379 TFLOPS (1:4),IGP,,,,120 W,,No outputs,,,,12 Ultimate (12_2),4.6,3.0,1.3,,,7
170,Intel Arc A780,https://www.techpowerup.com/gpu-specs/arc-a780.c3910,DG2-512,ACM-G10,Generation 12.7,TSMC,6 nm,"21,700 million",406 mm²,2022,,"Alchemist
(Arc 7)",,,Active,,,PCIe 4.0 x16,2 in our database,2200 MHz,2200 MHz,,,"1093 MHz
										
					17.5 Gbps effective",16 GB,GDDR6X,256 bit,559.6 GB/s,4096.0,256,128,,32.0,,,16 MB,,281.6 GPixel/s,563.2 GTexel/s,36.04 TFLOPS (2:1),18.02 TFLOPS,4.506 TFLOPS (1:4),Dual-slot,,,,200 W,550 W,1x HDMI 2.13x DisplayPort 2.0,2x 8-pin,,,12 Ultimate (12_2),4.6,3.0,1.3,,,10
171,Intel Arc Pro A30M,https://www.techpowerup.com/gpu-specs/arc-pro-a30m.c3927,DG2-128,ACM-G11,Generation 12.7,TSMC,6 nm,"7,200 million",157 mm²,"Aug 8th, 2022",,"Alchemist
(Pro-Series Mobile)",,,Active,,,PCIe 4.0 x8,,1500 MHz,2000 MHz,,,"2000 MHz
										
					16 Gbps effective",4 GB,GDDR6,64 bit,128.0 GB/s,1024.0,64,32,,8.0,,,4 MB,,64.00 GPixel/s,128.0 GTexel/s,8.192 TFLOPS (2:1),4.096 TFLOPS,"1,024 GFLOPS (1:4)",,,,,50 W,,No outputs,,,,12 Ultimate (12_2),4.6,3.0,1.3,,,0
172,Intel Arc Pro A40,https://www.techpowerup.com/gpu-specs/arc-pro-a40.c3925,DG2-128,ACM-G11,Generation 12.7,TSMC,6 nm,"7,200 million",157 mm²,"Aug 8th, 2022",,"Alchemist
(Pro-Series)",,,Active,,,PCIe 4.0 x8,,1500 MHz,1700 MHz,,,"2000 MHz
										
					16 Gbps effective",6 GB,GDDR6,96 bit,192.0 GB/s,1024.0,64,32,,8.0,,,4 MB,,54.40 GPixel/s,108.8 GTexel/s,6.963 TFLOPS (2:1),3.482 TFLOPS,870.4 GFLOPS (1:4),Single-slot,,,,50 W,250 W,4x mini-DisplayPort 2.0,,,,12 Ultimate (12_2),4.6,3.0,1.3,,,1
173,Intel Arc Pro A50,https://www.techpowerup.com/gpu-specs/arc-pro-a50.c3926,DG2-128,ACM-G11,Generation 12.7,TSMC,6 nm,"7,200 million",157 mm²,"Aug 8th, 2022",,"Alchemist
(Pro-Series)",,,Active,,,PCIe 4.0 x8,,2000 MHz,2350 MHz,,,"2000 MHz
										
					16 Gbps effective",6 GB,GDDR6,96 bit,192.0 GB/s,1024.0,64,32,,8.0,,,4 MB,,75.20 GPixel/s,150.4 GTexel/s,9.626 TFLOPS (2:1),4.813 TFLOPS,"1,203 GFLOPS (1:4)",Dual-slot,,,,75 W,250 W,4x mini-DisplayPort 2.0,,,,12 Ultimate (12_2),4.6,3.0,1.3,,,3
174,Intel Arctic Sound-M,https://www.techpowerup.com/gpu-specs/arctic-sound-m.c3885,DG2-512,,Generation 12.7,TSMC,6 nm,"21,700 million",406 mm²,2022,,Xe Graphics,,,Active,,,PCIe 4.0 x16,,,,,,"1200 MHz
										
					2.4 Gbps effective",16 GB,HBM2e,4096 bit,"1,229 GB/s",8192.0,256,128,,,,,8 MB,,115.2 GPixel/s,230.4 GTexel/s,29.49 TFLOPS (2:1),14.75 TFLOPS,3.686 TFLOPS (1:4),Single-slot,"267 mm
					10.5 inches",,,500 W,900 W,No outputs,8-pin EPS,,,12 Ultimate (12_2),4.6,3.0,1.3,,,4
175,Intel Iris Xe Graphics 80EU,https://www.techpowerup.com/gpu-specs/iris-xe-graphics-80eu.c3882,Alder Lake GT1,,Generation 12.2,Intel,10 nm,unknown,unknown,"Jan 4th, 2022",,"HD Graphics-M
(Alder Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1300 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,640.0,40,20,,,,,1024 KB,12 MB,26.00 GPixel/s,52.00 GTexel/s,3.328 TFLOPS (2:1),1.664 TFLOPS,416.0 GFLOPS (1:4),IGP,,,,45 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,9
176,Intel Iris Xe Graphics 96EU,https://www.techpowerup.com/gpu-specs/iris-xe-graphics-96eu.c3881,Alder Lake GT1,,Generation 12.2,Intel,10 nm,unknown,unknown,"Jan 4th, 2022",,"HD Graphics-M
(Alder Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1400 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,768.0,48,24,,,,,1024 KB,16 MB,33.60 GPixel/s,67.20 GTexel/s,4.301 TFLOPS (2:1),2.150 TFLOPS,537.6 GFLOPS (1:4),IGP,,,,45 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,9
177,Intel UHD Graphics 48EU,https://www.techpowerup.com/gpu-specs/uhd-graphics-48eu.c3883,Alder Lake GT1,,Generation 12.2,Intel,10 nm,unknown,unknown,"Jan 4th, 2022",,"HD Graphics-M
(Alder Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1150 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384.0,24,12,,,,,1024 KB,8 MB,13.80 GPixel/s,27.60 GTexel/s,1.766 TFLOPS (2:1),883.2 GFLOPS,220.8 GFLOPS (1:4),IGP,,,,45 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,9
178,Intel UHD Graphics 64EU,https://www.techpowerup.com/gpu-specs/uhd-graphics-64eu.c3884,Alder Lake GT1,,Generation 12.2,Intel,10 nm,unknown,unknown,"Jan 4th, 2022",,"HD Graphics-M
(Alder Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1400 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,512.0,32,16,,,,,1024 KB,10 MB,22.40 GPixel/s,44.80 GTexel/s,2.867 TFLOPS (2:1),"1,434 GFLOPS",358.4 GFLOPS (1:4),IGP,,,,45 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,6
179,Intel UHD Graphics 710,https://www.techpowerup.com/gpu-specs/uhd-graphics-710.c3876,Alder Lake GT1,,Generation 12.2,Intel,10 nm,unknown,unknown,"Jan 4th, 2022",,"HD Graphics
(Alder Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1300 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,128.0,8,8,,,,,,,10.40 GPixel/s,10.40 GTexel/s,665.6 GFLOPS (2:1),332.8 GFLOPS,,IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,0
180,Intel UHD Graphics 730,https://www.techpowerup.com/gpu-specs/uhd-graphics-730.c3877,Alder Lake GT1,,Generation 12.2,Intel,10 nm,unknown,unknown,"Jan 4th, 2022",,"HD Graphics
(Alder Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1400 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,12,8,,,,,,,11.20 GPixel/s,16.80 GTexel/s,"1,075 GFLOPS (2:1)",537.6 GFLOPS,,IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,6
642,NVIDIA GeForce 8200M G mGPU Intel,https://www.techpowerup.com/gpu-specs/geforce-8200m-g-mgpu-intel.c1529,C79,MCP79MVL-B1,Tesla,,65 nm,314 million,144 mm²,"Jun 3rd, 2008",,"GeForce 8M IGP
(8000M)",GeForce 7M IGP,GeForce 9M IGP,End-of-life,,,PCIe 2.0 x16,,,,,,System Shared,System Shared,System Shared,System Shared,System Dependent,16.0,8,4,,,,,,,1.600 GPixel/s,3.200 GTexel/s,,25.60 GFLOPS,,IGP,,,,12 W,,No outputs,,,,11.1 (10_0),3.3,,,,,7
